Price,Close,Date_Index
Ticker,ADBE,
Date,,
2023-01-03,336.9200134277344,0
2023-01-04,341.4100036621094,1
2023-01-05,328.44000244140625,2
2023-01-06,332.75,3
2023-01-09,341.9800109863281,4
2023-01-10,338.70001220703125,5
2023-01-11,342.92999267578125,6
2023-01-12,344.5400085449219,7
2023-01-13,344.3800048828125,8
2023-01-17,344.3800048828125,9
2023-01-18,341.30999755859375,10
2023-01-19,342.5299987792969,11
2023-01-20,356.3800048828125,12
2023-01-23,364.9800109863281,13
2023-01-24,361.32000732421875,14
2023-01-25,358.1700134277344,15
2023-01-26,365.82000732421875,16
2023-01-27,370.7099914550781,17
2023-01-30,363.4200134277344,18
2023-01-31,370.3399963378906,19
2023-02-01,383.9200134277344,20
2023-02-02,392.2300109863281,21
2023-02-03,379.3299865722656,22
2023-02-06,375.2300109863281,23
2023-02-07,383.82000732421875,24
2023-02-08,378.3599853515625,25
2023-02-09,375.80999755859375,26
2023-02-10,370.989990234375,27
2023-02-13,375.0,28
2023-02-14,377.8999938964844,29
2023-02-15,375.94000244140625,30
2023-02-16,365.1600036621094,31
2023-02-17,356.8500061035156,32
2023-02-21,346.70001220703125,33
2023-02-22,348.7200012207031,34
2023-02-23,347.0199890136719,35
2023-02-24,320.5400085449219,36
2023-02-27,322.32000732421875,37
2023-02-28,323.95001220703125,38
2023-03-01,323.3800048828125,39
2023-03-02,333.5,40
2023-03-03,344.0400085449219,41
2023-03-06,347.0199890136719,42
2023-03-07,344.79998779296875,43
2023-03-08,345.8399963378906,44
2023-03-09,338.3699951171875,45
2023-03-10,329.29998779296875,46
2023-03-13,324.2699890136719,47
2023-03-14,333.3299865722656,48
2023-03-15,333.6099853515625,49
2023-03-16,353.2900085449219,50
2023-03-17,358.1400146484375,51
2023-03-20,362.8800048828125,52
2023-03-21,374.2200012207031,53
2023-03-22,361.7099914550781,54
2023-03-23,369.0,55
2023-03-24,374.9599914550781,56
2023-03-27,373.1499938964844,57
2023-03-28,373.3999938964844,58
2023-03-29,379.1600036621094,59
2023-03-30,381.8999938964844,60
2023-03-31,385.3699951171875,61
2023-04-03,380.0799865722656,62
2023-04-04,385.1499938964844,63
2023-04-05,382.0199890136719,64
2023-04-06,380.6000061035156,65
2023-04-10,376.25,66
2023-04-11,371.1099853515625,67
2023-04-12,369.8900146484375,68
2023-04-13,378.79998779296875,69
2023-04-14,379.3800048828125,70
2023-04-17,377.9200134277344,71
2023-04-18,377.54998779296875,72
2023-04-19,380.1099853515625,73
2023-04-20,380.260009765625,74
2023-04-21,377.6700134277344,75
2023-04-24,377.3399963378906,76
2023-04-25,369.5899963378906,77
2023-04-26,363.05999755859375,78
2023-04-27,371.4200134277344,79
2023-04-28,377.55999755859375,80
2023-05-01,374.1499938964844,81
2023-05-02,368.6600036621094,82
2023-05-03,345.25,83
2023-05-04,335.8299865722656,84
2023-05-05,348.3999938964844,85
2023-05-08,344.05999755859375,86
2023-05-09,342.6499938964844,87
2023-05-10,344.0199890136719,88
2023-05-11,341.5799865722656,89
2023-05-12,335.45001220703125,90
2023-05-15,345.6700134277344,91
2023-05-16,345.1099853515625,92
2023-05-17,356.6300048828125,93
2023-05-18,360.42999267578125,94
2023-05-19,371.25,95
2023-05-22,372.04998779296875,96
2023-05-23,370.4200134277344,97
2023-05-24,365.760009765625,98
2023-05-25,392.05999755859375,99
2023-05-26,415.3900146484375,100
2023-05-30,417.2099914550781,101
2023-05-31,417.7900085449219,102
2023-06-01,426.75,103
2023-06-02,436.3699951171875,104
2023-06-05,434.17999267578125,105
2023-06-06,432.8900146484375,106
2023-06-07,418.32000732421875,107
2023-06-08,439.0299987792969,108
2023-06-09,454.0,109
2023-06-12,474.6300048828125,110
2023-06-13,478.989990234375,111
2023-06-14,479.5299987792969,112
2023-06-15,490.9100036621094,113
2023-06-16,495.17999267578125,114
2023-06-20,485.8599853515625,115
2023-06-21,477.4800109863281,116
2023-06-22,477.5799865722656,117
2023-06-23,484.7200012207031,118
2023-06-26,479.510009765625,119
2023-06-27,489.2699890136719,120
2023-06-28,482.42999267578125,121
2023-06-29,483.7699890136719,122
2023-06-30,488.989990234375,123
2023-07-03,485.2099914550781,124
2023-07-05,487.260009765625,125
2023-07-06,481.2900085449219,126
2023-07-07,485.2699890136719,127
2023-07-10,496.3500061035156,128
2023-07-11,504.739990234375,129
2023-07-12,507.3599853515625,130
2023-07-13,517.280029296875,131
2023-07-14,514.8300170898438,132
2023-07-17,522.0,133
2023-07-18,532.22998046875,134
2023-07-19,527.1699829101562,135
2023-07-20,516.8800048828125,136
2023-07-21,520.22998046875,137
2023-07-24,523.8599853515625,138
2023-07-25,525.3400268554688,139
2023-07-26,514.5499877929688,140
2023-07-27,513.969970703125,141
2023-07-28,528.8699951171875,142
2023-07-31,546.1699829101562,143
2023-08-01,549.0999755859375,144
2023-08-02,530.2999877929688,145
2023-08-03,523.760009765625,146
2023-08-04,526.8800048828125,147
2023-08-07,529.72998046875,148
2023-08-08,520.5999755859375,149
2023-08-09,513.780029296875,150
2023-08-10,515.8300170898438,151
2023-08-11,508.45001220703125,152
2023-08-14,522.25,153
2023-08-15,518.7000122070312,154
2023-08-16,514.489990234375,155
2023-08-17,511.6700134277344,156
2023-08-18,508.1300048828125,157
2023-08-21,520.469970703125,158
2023-08-22,519.47998046875,159
2023-08-23,530.7100219726562,160
2023-08-24,512.4299926757812,161
2023-08-25,525.0599975585938,162
2023-08-28,529.9199829101562,163
2023-08-29,540.5700073242188,164
2023-08-30,545.3599853515625,165
2023-08-31,559.3400268554688,166
2023-09-01,563.2100219726562,167
2023-09-05,564.8800048828125,168
2023-09-06,561.9400024414062,169
2023-09-07,560.4600219726562,170
2023-09-08,560.3599853515625,171
2023-09-11,564.5,172
2023-09-12,542.2100219726562,173
2023-09-13,553.5599975585938,174
2023-09-14,552.1599731445312,175
2023-09-15,528.8900146484375,176
2023-09-18,532.4199829101562,177
2023-09-19,541.6900024414062,178
2023-09-20,535.780029296875,179
2023-09-21,513.8800048828125,180
2023-09-22,512.9000244140625,181
2023-09-25,511.6000061035156,182
2023-09-26,506.29998779296875,183
2023-09-27,502.6000061035156,184
2023-09-28,504.6700134277344,185
2023-09-29,509.8999938964844,186
2023-10-02,521.1300048828125,187
2023-10-03,507.0299987792969,188
2023-10-04,518.4199829101562,189
2023-10-05,516.4400024414062,190
2023-10-06,526.6799926757812,191
2023-10-09,529.2899780273438,192
2023-10-10,532.719970703125,193
2023-10-11,549.9099731445312,194
2023-10-12,559.6300048828125,195
2023-10-13,548.760009765625,196
2023-10-16,550.739990234375,197
2023-10-17,560.0900268554688,198
2023-10-18,557.8699951171875,199
2023-10-19,555.739990234375,200
2023-10-20,540.9600219726562,201
2023-10-23,540.4099731445312,202
2023-10-24,539.5599975585938,203
2023-10-25,521.1400146484375,204
2023-10-26,514.280029296875,205
2023-10-27,508.1199951171875,206
2023-10-30,526.9400024414062,207
2023-10-31,532.0599975585938,208
2023-11-01,544.5,209
2023-11-02,558.7100219726562,210
2023-11-03,563.6599731445312,211
2023-11-06,565.4500122070312,212
2023-11-07,585.2000122070312,213
2023-11-08,585.3099975585938,214
2023-11-09,577.739990234375,215
2023-11-10,597.219970703125,216
2023-11-13,590.3400268554688,217
2023-11-14,604.3300170898438,218
2023-11-15,595.3099975585938,219
2023-11-16,602.0599975585938,220
2023-11-17,602.6599731445312,221
2023-11-20,612.7000122070312,222
2023-11-21,610.989990234375,223
2023-11-22,619.719970703125,224
2023-11-24,619.4299926757812,225
2023-11-27,619.27001953125,226
2023-11-28,623.3200073242188,227
2023-11-29,617.3900146484375,228
2023-11-30,611.010009765625,229
2023-12-01,612.469970703125,230
2023-12-04,604.5599975585938,231
2023-12-05,602.219970703125,232
2023-12-06,595.7000122070312,233
2023-12-07,608.780029296875,234
2023-12-08,610.010009765625,235
2023-12-11,625.2000122070312,236
2023-12-12,633.6599731445312,237
2023-12-13,624.260009765625,238
2023-12-14,584.6400146484375,239
2023-12-15,584.6799926757812,240
2023-12-18,599.1300048828125,241
2023-12-19,604.6400146484375,242
2023-12-20,596.0599975585938,243
2023-12-21,600.1400146484375,244
2023-12-22,598.75,245
2023-12-26,598.260009765625,246
2023-12-27,596.0800170898438,247
2023-12-28,595.52001953125,248
2023-12-29,596.5999755859375,249
2024-01-02,580.0700073242188,250
2024-01-03,571.7899780273438,251
2024-01-04,567.0499877929688,252
2024-01-05,564.5999755859375,253
2024-01-08,580.5499877929688,254
2024-01-09,586.2000122070312,255
2024-01-10,591.030029296875,256
2024-01-11,597.489990234375,257
2024-01-12,596.5399780273438,258
2024-01-16,597.6799926757812,259
2024-01-17,596.0999755859375,260
2024-01-18,593.7000122070312,261
2024-01-19,611.5499877929688,262
2024-01-22,603.5900268554688,263
2024-01-23,597.1799926757812,264
2024-01-24,606.47998046875,265
2024-01-25,622.5800170898438,266
2024-01-26,613.9299926757812,267
2024-01-29,630.22998046875,268
2024-01-30,627.9600219726562,269
2024-01-31,617.780029296875,270
2024-02-01,627.9099731445312,271
2024-02-02,634.760009765625,272
2024-02-05,630.5,273
2024-02-06,607.1400146484375,274
2024-02-07,615.8499755859375,275
2024-02-08,615.8599853515625,276
2024-02-09,627.2100219726562,277
2024-02-12,611.8400268554688,278
2024-02-13,601.8900146484375,279
2024-02-14,604.6599731445312,280
2024-02-15,590.4400024414062,281
2024-02-16,546.6599731445312,282
2024-02-20,541.9099731445312,283
2024-02-21,538.52001953125,284
2024-02-22,537.5700073242188,285
2024-02-23,553.4400024414062,286
2024-02-26,560.47998046875,287
2024-02-27,552.489990234375,288
2024-02-28,551.8200073242188,289
2024-02-29,560.280029296875,290
2024-03-01,570.9299926757812,291
2024-03-04,567.9400024414062,292
2024-03-05,544.8400268554688,293
2024-03-06,543.0900268554688,294
2024-03-07,556.0399780273438,295
2024-03-08,551.6900024414062,296
2024-03-11,560.4199829101562,297
2024-03-12,579.1400146484375,298
2024-03-13,573.5499877929688,299
2024-03-14,570.4500122070312,300
2024-03-15,492.4599914550781,301
2024-03-18,513.8599853515625,302
2024-03-19,521.1900024414062,303
2024-03-20,519.1400146484375,304
2024-03-21,511.25,305
2024-03-22,499.5199890136719,306
2024-03-25,507.2300109863281,307
2024-03-26,507.6000061035156,308
2024-03-27,504.3999938964844,309
2024-03-28,504.6000061035156,310
2024-04-01,502.0899963378906,311
2024-04-02,499.2099914550781,312
2024-04-03,497.010009765625,313
2024-04-04,487.1099853515625,314
2024-04-05,485.1199951171875,315
2024-04-08,484.2799987792969,316
2024-04-09,492.54998779296875,317
2024-04-10,487.2200012207031,318
2024-04-11,484.2799987792969,319
2024-04-12,474.0899963378906,320
2024-04-15,470.1000061035156,321
2024-04-16,476.2200012207031,322
2024-04-17,474.45001220703125,323
2024-04-18,473.17999267578125,324
2024-04-19,465.0199890136719,325
2024-04-22,466.8900146484375,326
2024-04-23,472.8999938964844,327
2024-04-24,477.1199951171875,328
2024-04-25,473.44000244140625,329
2024-04-26,477.55999755859375,330
2024-04-29,473.07000732421875,331
2024-04-30,462.8299865722656,332
2024-05-01,469.3900146484375,333
2024-05-02,476.57000732421875,334
2024-05-03,486.17999267578125,335
2024-05-06,493.5899963378906,336
2024-05-07,492.2699890136719,337
2024-05-08,488.1000061035156,338
2024-05-09,482.6499938964844,339
2024-05-10,482.2900085449219,340
2024-05-13,483.1099853515625,341
2024-05-14,475.95001220703125,342
2024-05-15,485.3500061035156,343
2024-05-16,482.8800048828125,344
2024-05-17,483.42999267578125,345
2024-05-20,484.69000244140625,346
2024-05-21,481.8500061035156,347
2024-05-22,483.92999267578125,348
2024-05-23,483.30999755859375,349
2024-05-24,475.42999267578125,350
2024-05-28,478.42999267578125,351
2024-05-29,477.6000061035156,352
2024-05-30,445.8699951171875,353
2024-05-31,444.760009765625,354
2024-06-03,439.0199890136719,355
2024-06-04,448.3699951171875,356
2024-06-05,455.79998779296875,357
2024-06-06,458.1300048828125,358
2024-06-07,465.42999267578125,359
2024-06-10,459.94000244140625,360
2024-06-11,462.69000244140625,361
2024-06-12,459.8699951171875,362
2024-06-13,458.739990234375,363
2024-06-14,525.3099975585938,364
2024-06-17,518.739990234375,365
2024-06-18,522.25,366
2024-06-20,522.9500122070312,367
2024-06-21,533.4400024414062,368
2024-06-24,524.1699829101562,369
2024-06-25,526.8800048828125,370
2024-06-26,528.6599731445312,371
2024-06-27,546.760009765625,372
2024-06-28,555.5399780273438,373
2024-07-01,560.010009765625,374
2024-07-02,567.7100219726562,375
2024-07-03,570.1500244140625,376
2024-07-05,578.3400268554688,377
2024-07-08,575.4000244140625,378
2024-07-09,566.02001953125,379
2024-07-10,564.5499877929688,380
2024-07-11,557.6300048828125,381
2024-07-12,559.0499877929688,382
2024-07-15,565.7100219726562,383
2024-07-16,566.5399780273438,384
2024-07-17,563.0900268554688,385
2024-07-18,556.8499755859375,386
2024-07-19,551.0,387
2024-07-22,554.8200073242188,388
2024-07-23,546.010009765625,389
2024-07-24,531.0399780273438,390
2024-07-25,532.1500244140625,391
2024-07-26,542.4400024414062,392
2024-07-29,536.6099853515625,393
2024-07-30,538.7100219726562,394
2024-07-31,551.6500244140625,395
2024-08-01,546.4099731445312,396
2024-08-02,526.1699829101562,397
2024-08-05,509.32000732421875,398
2024-08-06,514.2000122070312,399
2024-08-07,513.6199951171875,400
2024-08-08,530.239990234375,401
2024-08-09,536.2999877929688,402
2024-08-12,530.9299926757812,403
2024-08-13,535.219970703125,404
2024-08-14,539.7899780273438,405
2024-08-15,554.1599731445312,406
2024-08-16,553.4600219726562,407
2024-08-19,563.1199951171875,408
2024-08-20,562.25,409
2024-08-21,565.7899780273438,410
2024-08-22,557.4400024414062,411
2024-08-23,558.2999877929688,412
2024-08-26,559.4400024414062,413
2024-08-27,567.8200073242188,414
2024-08-28,560.5399780273438,415
2024-08-29,569.6300048828125,416
2024-08-30,574.4099731445312,417
2024-09-03,571.0399780273438,418
2024-09-04,575.25,419
2024-09-05,567.9299926757812,420
2024-09-06,563.4099731445312,421
2024-09-09,569.8800048828125,422
2024-09-10,574.47998046875,423
2024-09-11,580.3800048828125,424
2024-09-12,586.5499877929688,425
2024-09-13,536.8699951171875,426
2024-09-16,521.5,427
2024-09-17,515.030029296875,428
2024-09-18,508.1300048828125,429
2024-09-19,526.4400024414062,430
2024-09-20,522.2999877929688,431
2024-09-23,527.8699951171875,432
2024-09-24,524.0700073242188,433
2024-09-25,517.9000244140625,434
2024-09-26,515.3800048828125,435
2024-09-27,515.47998046875,436
2024-09-30,517.780029296875,437
2024-10-01,502.79998779296875,438
2024-10-02,505.80999755859375,439
2024-10-03,503.79998779296875,440
2024-10-04,507.2200012207031,441
2024-10-07,487.29998779296875,442
2024-10-08,496.239990234375,443
2024-10-09,494.0799865722656,444
2024-10-10,503.57000732421875,445
2024-10-11,495.4200134277344,446
2024-10-14,509.6499938964844,447
2024-10-15,508.0299987792969,448
2024-10-16,502.5400085449219,449
2024-10-17,496.8299865722656,450
2024-10-18,494.8999938964844,451
2024-10-21,497.7099914550781,452
2024-10-22,493.1099853515625,453
2024-10-23,485.0299987792969,454
2024-10-24,482.8699951171875,455
2024-10-25,483.7200012207031,456
2024-10-28,481.0400085449219,457
2024-10-29,485.3900146484375,458
2024-10-30,486.67999267578125,459
2024-10-31,478.0799865722656,460
2024-11-01,482.79998779296875,461
2024-11-04,481.3500061035156,462
2024-11-05,486.4200134277344,463
2024-11-06,504.8299865722656,464
2024-11-07,500.9200134277344,465
2024-11-08,494.67999267578125,466
2024-11-11,504.4800109863281,467
2024-11-12,526.4199829101562,468
2024-11-13,532.5,469
2024-11-14,529.8699951171875,470
2024-11-15,503.3699951171875,471
2024-11-18,499.510009765625,472
2024-11-19,499.6099853515625,473
2024-11-20,499.5,474
2024-11-21,504.44000244140625,475
2024-11-22,512.1500244140625,476
2024-11-25,518.72998046875,477
2024-11-26,525.2999877929688,478
2024-11-27,513.6799926757812,479
2024-11-29,515.9299926757812,480
2024-12-02,516.2000122070312,481
2024-12-03,516.260009765625,482
2024-12-04,536.489990234375,483
2024-12-05,538.219970703125,484
2024-12-06,552.9600219726562,485
2024-12-09,547.9299926757812,486
2024-12-10,547.0499877929688,487
2024-12-11,549.9299926757812,488
2024-12-12,474.6300048828125,489
2024-12-13,465.69000244140625,490
2024-12-16,461.5299987792969,491
2024-12-17,455.2300109863281,492
2024-12-18,441.30999755859375,493
2024-12-19,437.3900146484375,494
2024-12-20,447.1700134277344,495
2024-12-23,446.739990234375,496
2024-12-24,447.94000244140625,497
2024-12-26,450.1600036621094,498
2024-12-27,446.4800109863281,499
2024-12-30,445.79998779296875,500
2024-12-31,444.67999267578125,501
2025-01-02,441.0,502
2025-01-03,430.57000732421875,503
2025-01-06,431.17999267578125,504
2025-01-07,422.6300048828125,505
2025-01-08,419.5799865722656,506
2025-01-10,405.9200134277344,507
2025-01-13,408.5,508
2025-01-14,412.7099914550781,509
2025-01-15,417.2799987792969,510
2025-01-16,426.92999267578125,511
2025-01-17,429.989990234375,512
2025-01-21,436.3599853515625,513
2025-01-22,437.32000732421875,514
2025-01-23,437.2799987792969,515
2025-01-24,435.3800048828125,516
2025-01-27,438.6000061035156,517
2025-01-28,442.8399963378906,518
2025-01-29,441.67999267578125,519
2025-01-30,446.0,520
2025-01-31,437.45001220703125,521
2025-02-03,438.6000061035156,522
2025-02-04,440.2300109863281,523
2025-02-05,437.6300048828125,524
2025-02-06,435.3999938964844,525
2025-02-07,433.07000732421875,526
2025-02-10,451.1000061035156,527
2025-02-11,458.82000732421875,528
2025-02-12,462.760009765625,529
2025-02-13,459.2200012207031,530
2025-02-14,460.1600036621094,531
2025-02-18,464.1099853515625,532
2025-02-19,456.989990234375,533
2025-02-20,454.69000244140625,534
2025-02-21,444.32000732421875,535
2025-02-24,444.4200134277344,536
2025-02-25,443.4100036621094,537
2025-02-26,441.5,538
2025-02-27,437.19000244140625,539
2025-02-28,438.55999755859375,540
2025-03-03,440.7200012207031,541
2025-03-04,446.0299987792969,542
2025-03-05,451.239990234375,543
2025-03-06,444.7799987792969,544
2025-03-07,449.3999938964844,545
2025-03-10,435.0799865722656,546
2025-03-11,433.6600036621094,547
2025-03-12,438.6000061035156,548
2025-03-13,377.8399963378906,549
2025-03-14,394.739990234375,550
2025-03-17,399.3399963378906,551
2025-03-18,391.3699951171875,552
2025-03-19,387.8900146484375,553
2025-03-20,389.6099853515625,554
2025-03-21,387.260009765625,555
2025-03-24,394.4700012207031,556
2025-03-25,403.6400146484375,557
2025-03-26,397.80999755859375,558
2025-03-27,396.1499938964844,559
2025-03-28,385.7099914550781,560
2025-03-31,383.5299987792969,561
2025-04-01,383.20001220703125,562
2025-04-02,385.7799987792969,563
2025-04-03,367.25,564
2025-04-04,349.07000732421875,565
2025-04-07,340.70001220703125,566
2025-04-08,340.0,567
2025-04-09,364.6400146484375,568
2025-04-10,350.04998779296875,569
2025-04-11,352.4700012207031,570
2025-04-14,350.9100036621094,571
2025-04-15,350.3800048828125,572
2025-04-16,344.19000244140625,573
2025-04-17,348.79998779296875,574
2025-04-21,343.2200012207031,575
2025-04-22,349.9100036621094,576
2025-04-23,351.9599914550781,577
2025-04-24,360.9100036621094,578
2025-04-25,367.7200012207031,579
2025-04-28,368.6199951171875,580
2025-04-29,370.9800109863281,581
2025-04-30,374.9800109863281,582
2025-05-01,374.6300048828125,583
2025-05-02,380.8699951171875,584
2025-05-05,381.05999755859375,585
2025-05-06,382.9800109863281,586
2025-05-07,384.9700012207031,587
2025-05-08,383.989990234375,588
2025-05-09,383.2799987792969,589
2025-05-12,395.94000244140625,590
2025-05-13,397.3999938964844,591
2025-05-14,399.4700012207031,592
2025-05-15,404.69000244140625,593
2025-05-16,417.1300048828125,594
2025-05-19,420.67999267578125,595
2025-05-20,417.6099853515625,596
2025-05-21,414.0299987792969,597
2025-05-22,414.3299865722656,598
2025-05-23,407.69000244140625,599
2025-05-27,413.1000061035156,600
2025-05-28,412.2300109863281,601
2025-05-29,413.3599853515625,602
2025-05-30,415.0899963378906,603
2025-06-02,403.3999938964844,604
2025-06-03,412.489990234375,605
2025-06-04,413.9100036621094,606
2025-06-05,415.20001220703125,607
2025-06-06,416.9200134277344,608
2025-06-09,416.260009765625,609
2025-06-10,416.05999755859375,610
2025-06-11,412.8399963378906,611
2025-06-12,413.67999267578125,612
2025-06-13,391.67999267578125,613
2025-06-16,401.7300109863281,614
2025-06-17,382.67999267578125,615
2025-06-18,378.0400085449219,616
2025-06-20,376.9200134277344,617
2025-06-23,380.1199951171875,618
2025-06-24,382.3399963378906,619
2025-06-25,387.54998779296875,620
2025-06-26,384.95001220703125,621
2025-06-27,385.8299865722656,622
2025-06-30,386.8800048828125,623
2025-07-01,392.1000061035156,624
2025-07-02,378.4700012207031,625
2025-07-03,379.30999755859375,626
2025-07-07,376.92999267578125,627
2025-07-08,382.239990234375,628
2025-07-09,373.3800048828125,629
2025-07-10,371.42999267578125,630
2025-07-11,363.3500061035156,631
2025-07-14,366.989990234375,632
2025-07-15,364.17999267578125,633
2025-07-16,361.7699890136719,634
2025-07-17,366.45001220703125,635
2025-07-18,365.7900085449219,636
2025-07-21,367.67999267578125,637
2025-07-22,372.8699951171875,638
2025-07-23,372.4599914550781,639
2025-07-24,371.69000244140625,640
2025-07-25,370.739990234375,641
2025-07-28,369.4700012207031,642
2025-07-29,370.70001220703125,643
2025-07-30,364.0,644
2025-07-31,357.69000244140625,645
2025-08-01,347.79998779296875,646
2025-08-04,338.8500061035156,647
2025-08-05,338.739990234375,648
2025-08-06,345.6199951171875,649
2025-08-07,338.2699890136719,650
2025-08-08,341.04998779296875,651
2025-08-11,333.6499938964844,652
2025-08-12,338.42999267578125,653
2025-08-13,351.07000732421875,654
2025-08-14,348.5799865722656,655
2025-08-15,354.8500061035156,656
2025-08-18,357.239990234375,657
2025-08-19,361.0299987792969,658
2025-08-20,353.42999267578125,659
2025-08-21,353.42999267578125,660
2025-08-22,362.0899963378906,661
2025-08-25,363.2099914550781,662
2025-08-26,354.9100036621094,663
2025-08-27,356.3500061035156,664
2025-08-28,353.9599914550781,665
2025-08-29,356.70001220703125,666
2025-09-02,345.6300048828125,667
2025-09-03,348.5,668
2025-09-04,344.30999755859375,669
2025-09-05,348.9700012207031,670
2025-09-08,358.6600036621094,671
2025-09-09,354.05999755859375,672
2025-09-10,350.1600036621094,673
2025-09-11,350.54998779296875,674
2025-09-12,349.3599853515625,675
2025-09-15,347.1000061035156,676
2025-09-16,352.7300109863281,677
2025-09-17,362.07000732421875,678
2025-09-18,367.4599914550781,679
2025-09-19,365.8999938964844,680
2025-09-22,364.0799865722656,681
2025-09-23,361.7799987792969,682
2025-09-24,353.2699890136719,683
2025-09-25,354.1600036621094,684
2025-09-26,360.3699951171875,685
2025-09-29,359.4200134277344,686
2025-09-30,352.75,687
2025-10-01,343.7200012207031,688
2025-10-02,351.4800109863281,689
2025-10-03,346.739990234375,690
2025-10-06,350.1400146484375,691
2025-10-07,348.30999755859375,692
2025-10-08,348.7699890136719,693
2025-10-09,347.4700012207031,694
2025-10-10,337.510009765625,695
2025-10-13,339.32000732421875,696
2025-10-14,335.94000244140625,697
2025-10-15,330.6300048828125,698
2025-10-16,329.2300109863281,699
2025-10-17,333.260009765625,700
2025-10-20,343.3999938964844,701
2025-10-21,357.54998779296875,702
2025-10-22,354.0899963378906,703
2025-10-23,354.1199951171875,704
2025-10-24,353.5199890136719,705
2025-10-27,357.79998779296875,706
2025-10-28,359.9100036621094,707
2025-10-29,337.8599853515625,708
2025-10-30,339.239990234375,709
2025-10-31,340.30999755859375,710
2025-11-03,337.4700012207031,711
2025-11-04,335.3500061035156,712
2025-11-05,335.5299987792969,713
2025-11-06,327.3500061035156,714
2025-11-07,326.95001220703125,715
2025-11-10,328.8500061035156,716
2025-11-11,333.2200012207031,717
2025-11-12,337.04998779296875,718
2025-11-13,333.6000061035156,719
2025-11-14,331.1099853515625,720
2025-11-17,325.07000732421875,721
2025-11-18,324.4700012207031,722
2025-11-19,318.1099853515625,723
2025-11-20,312.3999938964844,724
2025-11-21,324.19000244140625,725
2025-11-24,318.7300109863281,726
2025-11-25,319.54998779296875,727
2025-11-26,317.5199890136719,728
2025-11-28,320.1300048828125,729
2025-12-01,322.8500061035156,730
2025-12-02,322.80999755859375,731
2025-12-03,326.7799987792969,732
2025-12-04,328.7300109863281,733
2025-12-05,346.260009765625,734
2025-12-08,339.1199951171875,735
2025-12-09,344.32000732421875,736
2025-12-10,343.1300048828125,737
2025-12-11,350.42999267578125,738
2025-12-12,356.42999267578125,739
2025-12-15,351.1499938964844,740
2025-12-16,347.8900146484375,741
2025-12-17,354.6600036621094,742
2025-12-18,355.80999755859375,743
2025-12-19,355.8599853515625,744
2025-12-22,357.5299987792969,745
2025-12-23,352.4200134277344,746
2025-12-24,352.9800109863281,747
2025-12-26,353.79998779296875,748
2025-12-29,353.1600036621094,749
2025-12-30,352.510009765625,750